area	company	pay
동작구	벤츠 bar	30000
구로구	스킨푸드 구로AK플라자	6300
관악구	불불이족발	6500
송파구	홍대 꼼보포차 신천 직영점	7500
영등포구	벤츠 bar	30000
강남구	청담이상(차병원점)	7000
중구	티원피시카페(약수점)	6300
마포구	노크	7500
용산구	Coffee TERMINI	7500
송파구	브라이트치과의원	10000
강북구	미아삼거리역점 파리바게트	6100
금천구	깜닭치킨	7000
강남구	맥도날드 강남점	6030
성동구	블리스저니	6500
도봉구	아이비스pc신도봉점	6500
중구	동국대학교 생활협동조합	6800
동작구	위드미전문건설회관점	6030
강남구	마마쥬스 강남점	6500
강북구	꽃집Beer	6100
강남구	봉구비어신사역점	7200
마포구	롯데리아 홍대점	6030
강서구	착한장어나라	6030
관악구	THEPC & CAFE(더PC방)	6800
송파구	gs25석촌호수	6300
영등포구	CJ 푸드월드 올리브 마켓 STAFF 모집/	7230
마포구	이탈리안 레스토랑 보나베띠 공덕역점	6030
서대문구	맘스터치 신촌점	6700
영등포구	미니스톱(신길)	6600
영등포구	여의도골프존	7500
은평구	야래향	8000
관악구	로이드신림점	6030
서초구	엔제리너스 사당역점	6030
구로구	신호탄(천왕점)	6100
강서구	돈오야	6100
서초구	카페1.618	6100
성북구	성북면사무소	6030
종로구	뉴욕핫도그	6100
강남구	푸드앤소울 주식회사	7000
종로구	할아버지돈가스	7100
강북구	수유점 맥도날드	6030
성동구	원더그릴(구76mile)	6500
강서구	그래그래 치킨펍	6500
송파구	세븐일레븐송파점	6030
강남구	Unknown Office (언노운 오피스)	7200
양천구	맥스존	6100
관악구	닭꼬치피었습니다	6500
마포구	정무관 초밥&참치	7500
강남구	㈜카페루카코리아	7320
영등포구	GS25 S신풍역점	6030
강남구	SOAN186	8000
종로구	뉴문	7000
강서구	곱창폭식	6500
서대문구	꽃잎 (펍&호프)	7000
광진구	주말야간세븐건대스타시티점	6500
서대문구	플러스24편의점	6030
서초구	강남역 키친수다	7500
마포구	어른이대공원	7000
강남구	파리바게트대치은마점	6030
금천구	파리바게뜨 독산점	6030
마포구	콩가루 홍대점	7000
송파구	버거킹 올림픽상가점	7500
송파구	버거킹 올림픽상가점	7500
송파구	버거킹 올림픽상가점	7500
송파구	버거킹 올림픽상가점	7500
서초구	파리바게트	6030
강동구	커피베이 강동구청점	6300
마포구	누사 (NUSA)	7000
영등포구	Jubilee chocolatier	6100
송파구	버거킹 올림픽상가점	7500
은평구	타임고릴라	6100
종로구	이랜드파크외식사업부/수사 광화문 D타워점	7200
마포구	굿피쉬(토프레소 서교점)	6030
양천구	목동 현대 백화점 스몰매직	6030
동대문구	마미스치킨	6500
관악구	wasso(와쏘)	6500
강서구	쿨럭(발산역점)	6100
강남구	85st coffee	7000
성북구	xeno PC	6500
강북구	청춘문방구 수유점	6100
송파구	호치킨 하우스	6500
종로구	판장	7000
송파구	㈜이랜드파크 외식사업부 리미니	6700
강서구	아쿠아pc방	6200
서초구	㈜커피빈코리아 강남역142호점	6030
송파구	롯데리아 송파삼전점	6030
서대문구	[공덕역주변]에스오일본사 직원식당	7590
서대문구	[신촌]연세대학교 학생식당	7590
성북구	도시포차	7000
은평구	한국맥도날드 연신내점	6030
영등포구	GS25	6600
구로구	르사이공 지밸리몰	7000
종로구	본죽	6100
광진구	7번가피자 구의점	7500
성동구	디초콜릿커피 서울숲점	6050
강남구	미니스톱	6500
금천구	빌리엔젤마리오아울렛	6200
성북구	오카이(okai)	6500
강남구	cafe collabo sandwich&coffee	6100
종로구	마루티샵	6500
중구	세븐일레븐	6030
동작구	㈜식의 보일드브로커리보라매점	6800
강남구	더 발렌티 청담	6500
송파구	이디야 가든파이브영관점	6100
관악구	칠성포차(사당점)	7000
강남구	코코이찌방야	7600
강남구	CU역삼시티점	6700
강남구	브라운돈까스	6100
성동구	장가(차이니즈레스토랑)	7000
영등포구	꼬륵 수제도시락	8000
광진구	제노PC방(현 7PC방)	6300
강서구	연합안전컨설팅㈜	10000
금천구	교촌치킨가산디지털점	8000
송파구	㈜레전드야구존	7500
은평구	맥도날드 구산점	8300
성북구	미니스톱  고대원룸점	6100
도봉구	애슐리	6030
강남구	NATA O BICA 가로수길점, 디저트 카페	6500
서초구	CU 반포한신점	6030
용산구	호식이두마리치킨후암점	8000
강남구	㈜영풍문고 코엑스몰점	6030
종로구	애슐리	7400
서초구	청담동 크림비어	7000
강남구	바디쉐프	7000
종로구	차알 광화문 디타워점	7000
중구	이디야커피	6500
중구	제노PC방 신당점	6300
영등포구	씨유 여의도KCC점	6500
금천구	맥도날드 시흥 DT점	8900
강남구	강남역 커피브러리	7236
강동구	H&M / 하남 오픈멤버모집	7875
강서구	다정원 정육식당	7500
마포구	멀티플러스 홍대점	6500
송파구	이디야 송파동점	6030
성북구	신규오픈11호점	6030
강남구	크롬바커하우스 강남점	7500
중랑구	치킨뱅이	6100
강북구	로마루 삼양	6100
강남구	드코닝	7000
광진구	봉구스 밥버거	6100
마포구	롯데리아 신촌로터리점	6130
서대문구	갤러리pc방	6200
종로구	계절밥상 인사동점	8200
광진구	더후라이팬강변역점	6030
강동구	로이드/천호점	7000
강남구	Holics	7000
강동구	반한 찬by금슬	6500
서초구	투썸플레이스	7300
강남구	미니스톱 삼성베스트점	6100
강동구	오봉도시락 상일점	6500
광진구	청춘부르스 광장점	7000
동작구	노량진역점 CU	6030
광진구	청춘부르스 강변점	7000
노원구	세븐일레븐 당고개점	6030
구로구	엔제리너스 구로디지털점	6030
마포구	설빙 홍대점	6500
동작구	11번가	6500
강남구	H&M	7785
동대문구	머랭	6030
서초구	베스킨라빈스교대역점	6100
구로구	착한커피	6100
강동구	도도참치	6300
서대문구	갤러리pc방	6200
종로구	계절밥상 인사동점	8200
광진구	더후라이팬강변역점	6030
강동구	로이드/천호점	7000
강남구	Holics	7000
강동구	반한 찬by금슬	6500
서초구	투썸플레이스	7300
강남구	미니스톱 삼성베스트점	6100
강동구	오봉도시락 상일점	6500
광진구	청춘부르스 광장점	7000
동작구	노량진역점 CU	6030
광진구	청춘부르스 강변점	7000
노원구	세븐일레븐 당고개점	6030
구로구	엔제리너스 구로디지털점	6030
마포구	설빙 홍대점	6500
동작구	11번가	6500
강남구	H&M	7785
동대문구	머랭	6030
서초구	베스킨라빈스교대역점	6100
구로구	착한커피	6100
강동구	도도참치	6300
광진구	와라와라 건대1호점	6500
서초구	카페파스타 교대점	6500
구로구	주식회사 비투더비	6500
동작구	명동찌개마을 이수점	7000
광진구	주민커피	7300
서초구	하루나베	7000
마포구	Feelingphoto	70000
용산구	엔제리너스 서울역KTX점	6030
은평구	파리바게트(은평진관점)	6300
관악구	손가네한방족발	8000
관악구	세븐당구장	6030
중구	할리스커피 동대문문화공원점	6200
마포구	와우당구장	7000
강남구	kanival pizza 강남2호점	7000
강동구	한일어학원	6500
송파구	현대씨앤알 서울아산병원(주차)사업장	6900
영등포구	한화호탤앤드리조트 문화사업본부	6500
강남구	㈜플러스씨스	7230
구로구	H&M	7785
강남구	㈜돈존	7500
구로구	가리봉 편의점( 개인  )	6030
용산구	CU 용산지오베르크	6030
영등포구	한화호탤앤드리조트 문화사업본부	6500
마포구	중앙통신	6100
양천구	그램그램 신정네거리점	6500
강남구	비어테라스	8000
종로구	루시스타 종각역점	6200
서초구	GS25잠원신화점	6100
성동구	이디야커피 성동구청점	6030
종로구	cu종로효자	6030
송파구	뚜레쥬르 송파황실점	7240
강남구	깐부치킨 청담자이점	6500
은평구	에잇리젠드	7000
강남구	야쿤코리아	7200
용산구	레프트코스트	6500
광진구	3POP PC방 건대점.	7000
강동구	천호역 파트너노래방	6530
금천구	맥도날드 가산디지털역점	6030
송파구	H&M	7785
강북구	H&M	7875
중랑구	H&M	7875
용산구	㈜윤성정보통신	6030
광진구	화요비(화양점)	7000
강북구	호아빈 수유점	6030
강서구	쥬씨 우장산역	6030
송파구	카페루고 가든5 지점	6030
서초구	더 플라잉 팬 레드	6500
송파구	신천 석관동떡볶이	7000
강동구	세븐일레븐 강동와이시티점	6030
강남구	버거킹 강남진솔점	6030
강남구	버거킹 강남진솔점	6030
강동구	오가네	7000
구로구	파리바게뜨 온수남부점	6030
서초구	교대원동점 세븐일레븐	6050
서초구	폴스커피 Paul``s Coffee	6030
성동구	오븐에빠진닭	7000
양천구	스킨푸드 목동이마트점	6030
강남구	훼미리마트논현한미	6500
종로구	징크	7000
노원구	퍼니링크pc방(노원본점)	6500
마포구	wiz	30000
강남구	버거킹 강남진솔점	6030
강남구	버거킹 강남진솔점	6030
강남구	버거킹 강남진솔점	6030
영등포구	wiz	30000
서초구	자스서초점(커피전문점)	6500
강남구	포타워	7000
강남구	육쌈냉면	7000
영등포구	프로킹당구장	7000
용산구	세븐일레븐	6030
종로구	써브웨이 광화문점	6500
영등포구	㈜애디스다이렉트	6100
중구	H&M	7785
강남구	커피베이	6500
영등포구	알엠비엔터테인먼트	6030
영등포구	H&M	7875
광진구	H&M	7875
중구	단풍나무집 명동점	7000
서대문구	파리바게트 동교삼거리점	6030
영등포구	그리너리	9000
송파구	세븐일레븐 석촌카페점 삼전중앙점	6200
종로구	둘둘치킨 종로5가점	7000
강남구	매머드커피 선릉점	6500
강남구	카페마마스 역삼점	7240
광진구	다사랑치킨	6500
서초구	양재SK DT점 맥도날드	8300
동작구	세븐일레븐 동작남성점	6030
강동구	안녕	7000
중구	401레스토랑	7000
관악구	쥬씨신림역점	6300
성북구	노리파크	6300
강남구	메디앤케어	6300
노원구	제임스 키친	6030
용산구	한강대교 노들견우,직녀카페	6100
강남구	버거킹 선릉역점	6030
송파구	㈜ 엠에스네츄럴	7000
양천구	비영이짝태	6300
강서구	㈜Pro-One(BlackEagles), ㈜GTM	7000
종로구	고기꾼 김춘배	8000
중구	에잇세컨즈/명동2호점	8000
용산구	뉴경성	20000
성동구	하나카드	7000
구로구	뉴욕버거 이마트 구로점	6500
용산구	라이너스바베큐	7500
용산구	라이너스바베큐	7500
강서구	H&M	7875
송파구	H&M	7875
영등포구	프리가	7500
동대문구	㈜해드림/프리가	7240
송파구	설빙 석촌호수서호점	7000
광진구	건대  카페 뚜레쥬르	6100
관악구	스터디움독서실(봉천)	6030
도봉구	배스킨라빈스 방학홈플러스점	6030
강남구	초이스렌탈	7000
강서구	브레드모리	6200
중구	브릭하우스	6030
송파구	세븐PC	7200
용산구	㈜담연	7300
서초구	예성 당구장	7000
노원구	세븐일레븐 태능입구역점	6200
종로구	공차 동묘점	6100
마포구	홍대에비뉴	6500
중구	마리온코리아/두산타워점	6030
용산구	청년장사꾼열정도감자집	6300
강동구	피자헛 강동3호점	7900
서대문구	할리에프엔디	6030
용산구	아웃백스테이크하우스 n이태원점	7250
마포구	카페 드 고릴라 / 빈사이드	6100
마포구	y.com	6100
강남구	아리스타커피 국기원점	6700
관악구	맥주바켓 신림녹두거리점	6300
서대문구	커피디지신촌점	6100
영등포구	코와핀전경련점	6030
구로구	세븐일레븐 남구로시장점	6030
성동구	투썸플레이스 성수역점	6100
성북구	3POP PC방 한성대점	6100
서초구	핫썬치킨 강남역점	7500
강남구	주식회사엘아이케이	6030
서대문구	로스꼬꼬 신촌점	6900
강남구	GS25청담삼익점.	6030
성동구	롯데리아 답십리점	8000
종로구	아빈씨어터	10000
서초구	듀란킴 에이전시	6500
마포구	파리바게트(공덕캐슬점)	6030
강서구	호치킨 강서한강자이점	6800
서초구	메가박스 센트럴시티점	7236
송파구	숯불직화꼬치	7000
영등포구	현우상사 IFC몰 여의도점 몽블랑	6200
용산구	JR BBQ	6500
강남구	VIPS 도곡역점	7240
강남구	쉼터편의점	6200
은평구	Falling in pizza(폴링인피자)	6500
용산구	계절밥상 용산 아이파크몰점	7240
강남구	투썸플레이스 삼성로점	7200
동대문구	신마포갈매기	6500
송파구	낭만옵빠	7500
강북구	W	25000
성북구	에이프럴	6500
마포구	섹션	7000
종로구	한신포차 대학로점	6800
종로구	Qplus 멀티방	6500
동대문구	맥도날드/경희대점	6030
송파구	파리바게뜨 송파래미안	6030
영등포구	엔제리너스 여의도공원점	6030
서초구	토끼의 지혜	7300
노원구	W	25000
강북구	W	25000
강남구	치킨더비 선릉역점	7000
광진구	W	25000
서초구	위니월드	8280
강남구	모단걸응접실(가로수길점, 서울대입구역점)	7000
송파구	니지	7000
영등포구	아메리칸트레일러 여의도IFC몰점	6100
금천구	금천태양점	6030
중구	서울투어버스여행㈜	7000
송파구	청춘연가	7500
종로구	남오토코 종로점	8000
영등포구	만랩커피 문래점	7500
종로구	서촌퀸스테라스	6500
강남구	이디야 양재 스타클래스점	7000
종로구	89번가	6500
마포구	힐링 앳 티파니스	6500
강남구	chop헤어 청담aria점	6030
중구	카페 비마이프랜드	6100
영등포구	계절밥상 여의도IFC점	7240
강동구	맥도날드 암사점	7500
노원구	최혁한의원	6030
양천구	본도시락 목동파리공원점	7000
강동구	세븐일레븐 암사역점	6030
서초구	㈜신세계푸드 자니로켓	6800
동대문구	세븐일레븐 시립대본점	6030
서초구	카페루미 강남점	6400
종로구	반디앤루니스 종각역점	6100
강남구	㈜가가불이 와바삼성1호점	10000
금천구	㈜스포애니 시흥점	6030
광진구	아이비스 아차산역점	6100
금천구	킹콩쥬스 가산점	6100
송파구	세븐PC	7000
종로구	아빠곰탕 광화문역점	6500
종로구	수사 광화문점	7200
은평구	GS25연신내점	6300
광진구	반디앤루니스 건대점	6100
강서구	서울맥주 1977 등촌점	6500
마포구	Moon Hostel	7000
동작구	백제231/Baekje231	7000
강서구	버거킹 가양이마트점	6030
서초구	버거킹 교대역점	6030
강서구	버거킹 가양이마트점	6030
동대문구	오븐에빠진닭(경희대점)	6500
강서구	버거킹 가양이마트점	6030
동대문구	안흥갈비	6030
금천구	인앤아웃	7240
서초구	한솥도시락 강남역점	6700
동작구	메인pc방	6200
송파구	샹하오 가든파이브점	7500
영등포구	이디야 영등포구청점	6030
양천구	커피인동	6030
성동구	미니스톱 금호점	6100
송파구	올림픽O2독서실	6030
성북구	태진TECH/알씨월드	6100
강서구	커피베이	6030
광진구	hollys coffee	6030
노원구	스무디킹 중계점	6030
양천구	달달애	6030
강서구	누리터pc	6100
서초구	카페루미 강남점	6400
종로구	반디앤루니스 종각역점	6100
강남구	㈜가가불이 와바삼성1호점	10000
금천구	㈜스포애니 시흥점	6030
광진구	아이비스 아차산역점	6100
금천구	킹콩쥬스 가산점	6100
송파구	세븐PC	7000
종로구	아빠곰탕 광화문역점	6500
종로구	수사 광화문점	7200
은평구	GS25연신내점	6300
광진구	반디앤루니스 건대점	6100
강서구	서울맥주 1977 등촌점	6500
마포구	Moon Hostel	7000
동작구	백제231/Baekje231	7000
강서구	버거킹 가양이마트점	6030
서초구	버거킹 교대역점	6030
강서구	버거킹 가양이마트점	6030
동대문구	오븐에빠진닭(경희대점)	6500
강서구	버거킹 가양이마트점	6030
동대문구	안흥갈비	6030
금천구	인앤아웃	7240
서초구	한솥도시락 강남역점	6700
동작구	메인pc방	6200
송파구	샹하오 가든파이브점	7500
영등포구	이디야 영등포구청점	6030
양천구	커피인동	6030
성동구	미니스톱 금호점	6100
송파구	올림픽O2독서실	6030
성북구	태진TECH/알씨월드	6100
강서구	커피베이	6030
광진구	hollys coffee	6030
노원구	스무디킹 중계점	6030
양천구	달달애	6030
강서구	누리터pc	6100
중구	메사빌딩	6600
서초구	송탄 부대찌개	8000
성동구	GS25한양중앙점	6030
중랑구	도니버거 면목점	6030
광진구	진격닭발	6500
중랑구	빅커피	6100
강북구	㈜풀잎채 미아점	7240
강남구	던킨도너츠 선릉공원점	6030
동작구	노량진 제노pc방	6500
마포구	연남닭발	7000
서초구	사보텐 강남점	7500
마포구	스시사이코우	7000
성북구	올리브영 동덕여대점	7300
영등포구	케이텍 맨파워㈜	7236
광진구	이지필라테스	6500
노원구	GS25 상계두산점	6030
종로구	디초콜릿커피앤드	6200
동대문구	달려라봉쥬비어	6500
강남구	빈스빈스커피 가로수길점	6030
성북구	피자나라치킨공주(삼선점)	6500
구로구	지짐이	6500
강남구	롯데리아 선릉점	7600
강남구	롯데리아 선릉점	7600
강남구	롯데리아 선릉점	7600
강서구	3POP PC방 까치산점	6300
광진구	곱돌이네	6500
강남구	㈜한스제과	6500
동작구	맘스터치 이수점	7250
마포구	자마이카 왕	7000
강남구	롯데리아 선릉점	7600
용산구	쓰리팝PC방 용문점	6500
동대문구	설빙	6100
강북구	베스킨라빈스31 수유2호점	6030
강남구	쌀통닭개포역점	7000
강서구	신마포갈매기송정점	6100
마포구	컬투치킨홍대사랑점	7000
성북구	아모르파티	6400
강남구	제일패션리테일㈜	8000
강북구	더 소야소	6200
양천구	호프브로이	7000
양천구	e조은 스크린골프	6500
영등포구	교촌치킨 여의도점	8000
광진구	㈜무스쿠스 건대점	6500
구로구	피자샵구로구점	7500
송파구	Cafe Droptop 송파가락점	6100
서대문구	할리스커피북가좌점	6030
강남구	맥도날드 역삼점	9050
송파구	파리바게뜨문정중앙점	6030
송파구	㈜떼루와	7000
동대문구	와라와라 경희대점	7000
강남구	맥도날드	9050
종로구	세븐일레븐 종로함춘원점	6100
강남구	포메인 선릉역점	6500
동작구	봉구스 신대방점	6030
종로구	세븐일레븐 종로율곡점	6100
성북구	월광	6500
성북구	맥스식스(장위2동)	6500
서초구	베네베네(서래점)	6500
송파구	이랜드/로운	6500
종로구	록키마운틴 초콜릿 팩토리 삼청점	6100
서초구	로마루PC방 논현점	6700
강남구	TONY BURGER	6030
영등포구	두리아 숯불바베큐 치킨	7000
양천구	맥도날드 목동점	8500
강남구	주식회사 토니 논현점	6030
동작구	롯데리아 노량진점	9000
양천구	맥도날드 목동점	8500
양천구	맥도날드 목동점	8500
서대문구	나뚜루북가좌점	6030
송파구	올댓스튜디오	70000
성동구	매드포갈릭 왕십리역사점	7300
서초구	강남 플레잉포차	8000
양천구	맥도날드 목동점	8400
광진구	난장 건대점	6500
성북구	롯데리아 홈플러스월곡점	6030
금천구	이태리국수집	6030
광진구	세븐일레븐 자양강변점	6030
동작구	올리브네트웍스 사당점	6030
은평구	신세계 with me 편의점  은평구산점	6030
광진구	롯데리아	9200
영등포구	맥도날드 양평 SK DT	8400
서초구	썸ing	8000
성북구	커핀그루나루 성북구청점	6100
광진구	롯데리아	9200
금천구	어네스트	8000
송파구	매드독스(호프)	6500
마포구	꼬치다	8000
서대문구	커피식스쥬스식스 이대점	6500
종로구	식주고명	6500
송파구	온더데스크문정독서실	6030
강남구	통닭사랑	7000
영등포구	Opera Bean Roasters	6100
강남구	모모코 (momoko)	6500
강남구	주식회사 아트제이로	6500
강남구	아리스타 역삼2호점	6030
강서구	피자헛 화곡점	7300
강남구	버거킹 강남파이낸스점2	6030
강남구	버거킹 강남파이낸스점2	6030
송파구	투썸플레이스 잠실역점	7240
영등포구	오븐에 빠진 닭	8000
종로구	카페인버스 혜화동점	6030
송파구	스쿨스토어 롯데월드 매직아일랜드점	7200
구로구	커피베이온수역점	6030
용산구	이촌동 커피공장 103 2호점	6700
강남구	가로수브루잉컴퍼니	7500
광진구	㈜아이엑스	6200
송파구	투썸플레이스 잠실3단지점	6500
서초구	㈜구슬함박	6500
종로구	교보핫트랙스㈜	6500
강서구	소담촌 화곡직영점	6030
강남구	bbq 역삼스타점	7000
서초구	올리브네트웍스 방배카페거리점	6030
구로구	투탑영수전문학원	8000
종로구	커피빈 인사점	6030
송파구	cofffee & story	6030
송파구	24/7	6030
강남구	GS25논현드림점	6600
강남구	GS25역삼효성점	6100
강남구	GS25논현영동시장점	6100
마포구	요정	6500
광진구	펀비어킹/용마사거리점ㅡ중곡동	6500
서대문구	왓슨스 이대점	7300
강남구	GS25논현미래점	6100
송파구	KFC 잠실	6030
성북구	이디야커피 하월곡동점	6100
중구	본 바닭 바베큐	7000
서초구	롯데리아 사당점	6130
성북구	비비고 고려대점	7240
양천구	이마트 목동점/JAJU 자주(구.자연주의)	6500
노원구	롯데리아 수락산역점	6030
관악구	디큐브BAR피아노	25000
강남구	스파오 가로수길	6800
서초구	㈜이랜드파크	6600
동작구	㈜언노운핸즈	7200
강남구	㈜티와이코퍼레이션	7300
중랑구	망고pc	6200
서초구	GS25 서울팔래스점	6100
영등포구	시추안하우스 여의도점	7340
종로구	커핀그루나루 평창동점	6100
구로구	디큐브BAR피아노	25000
노원구	가마솥치킨	6300
종로구	중식레스토랑 금문	6100
중구	스페인포차 BIEN	6500
서초구	배스킨라빈스CAFE31교대점	6030
서초구	3POP	6500
서초구	㈜이랜드파크	6600
서초구	㈜이랜드파크	6600
용산구	국립박물관문화재단	6500
서대문구	한국맥널티㈜	6100
구로구	버거킹 구로점	7400
성동구	파리바게트 성동구민회관점	6030
마포구	빽다방 극동방송국점	6500
송파구	주식회사 다미토이 롯데월드	6500
마포구	룸메이트	6500
종로구	쓰리팬스	7000
서초구	숯불구이 화가	7000
서대문구	마시그래이 이대	6200
성동구	CJ올리브영 금호점	7240
송파구	롯데리아 올림픽공원점	6130
서초구	3pop	6500
양천구	GS25 신정스타점	6200
구로구	정대포	6200
관악구	토니모리신림2호점	6100
성동구	CJ올리브영 금호점	7240
마포구	신규오픈32호점	6500
용산구	더 맛있는 밥집	7000
용산구	SuperSuper	6500
마포구	베이크스토리	6030
영등포구	스무디킹 여의도 IFC몰	6030
마포구	유가네닭갈비 2호점	6300
광진구	자양베스트학원	10000
마포구	함지박	6500
용산구	서울역 kfc 파트너 모집합니다	7400
송파구	카페 유달리  U DALLY	6400
용산구	파스쿠찌 용산아이파크몰점	6030
성동구	제주올레2호점	7500
마포구	인썸(INSSUM)	6500
영등포구	크리스피크림도넛_ 영등포점	6030
강북구	신규오픈21호점	6300
송파구	㈜아이씨티플러스	8000
마포구	대박이네	6200
강남구	The Hanoi	7000
종로구	Amandier	6030
마포구	큐브이스케이프	6500
동작구	VIPS 대방점	7240
서초구	초보가능,많은인원모집중	6050
마포구	파파존스피자홍대점	7500
종로구	교촌치킨대학로점	8500
마포구	트루이스케이프룸	6500
은평구	술집 타디스	8000
구로구	T Smart Safe Center	7000
금천구	요거프레소	6030
종로구	GS25혜화경찰서점	6100
금천구	계절밥상 가산 W MALL점	7240
구로구	이디야커피 신도림테크노마트점	6030
강남구	에이미파크	40000
서초구	커피빈 서초구청앞점	6030
용산구	한샘마트	6500
송파구	C.U JJ 올림픽점	6030
송파구	posso	6030
마포구	미미네 홍대점	6200
강동구	맥도날드 천호이마트점	6030
양천구	막푸줏간	7000
용산구	탐앤탐스 용산전자랜드점	7200
구로구	고마워케이크 구로	6100
마포구	이엠파워근골격운동센터	7000
송파구	투썸플레이스 잠실3단지점	6500
영등포구	계절밥상 여의도IFC점	7240
금천구	파리바게뜨 가산에이스점	6100
송파구	㈜롯데리아 TGIF 잠실캐슬점	7243
서초구	비어팩토리 양재역점	7000
강남구	마노디셰프	7000
강남구	3HANDS-ON	6500
동작구	마포갈매기	6300
강남구	GS25대치선릉점	6030
서초구	㈜보우앤파트너스 미소야 강남스타점	6500
마포구	Ninetea PC & Cafe	6500
종로구	가을	7500
강남구	버거킹 테헤란로점	6030
강남구	버거킹 테헤란로점	6030
영등포구	모던 뷔페 로슬로 ( 영등포점)	7000
강남구	카페네스카페 도곡점	6030
은평구	명성학원	6050
마포구	인투스PC방	6300
강남구	버거킹 테헤란로점	6030
강남구	버거킹 테헤란로점	6030
